Date,Close
4/30/2015 16:00:00,63.26
5/1/2015 16:00:00,63.61
5/4/2015 16:00:00,64.72
5/5/2015 16:00:00,64.4
5/6/2015 16:00:00,63.92
5/7/2015 16:00:00,64.5
5/8/2015 16:00:00,65.49
5/11/2015 16:00:00,65.45
5/12/2015 16:00:00,65.36
5/13/2015 16:00:00,65.52
5/14/2015 16:00:00,66.05
5/15/2015 16:00:00,65.88
5/18/2015 16:00:00,66.42
5/19/2015 16:00:00,67.01
5/20/2015 16:00:00,66.48
5/21/2015 16:00:00,66.65
5/22/2015 16:00:00,66.47
5/26/2015 16:00:00,65.73
5/27/2015 16:00:00,66.47
5/28/2015 16:00:00,66.2
5/29/2015 16:00:00,65.78
6/1/2015 16:00:00,66.08
6/2/2015 16:00:00,66.02
6/3/2015 16:00:00,66.7
6/4/2015 16:00:00,66.33
6/5/2015 16:00:00,67.42
6/8/2015 16:00:00,66.89
6/9/2015 16:00:00,67.18
6/10/2015 16:00:00,68.26
6/11/2015 16:00:00,68.52
6/12/2015 16:00:00,68.25
6/15/2015 16:00:00,67.99
6/16/2015 16:00:00,68.37
6/17/2015 16:00:00,68.14
6/18/2015 16:00:00,68.78
6/19/2015 16:00:00,68.08
6/22/2015 16:00:00,68.96
6/23/2015 16:00:00,69.75
6/24/2015 16:00:00,69.02
6/25/2015 16:00:00,68.65
6/26/2015 16:00:00,68.95
6/29/2015 16:00:00,67.2
6/30/2015 16:00:00,67.76
7/1/2015 16:00:00,68.07
7/2/2015 16:00:00,67.52
7/6/2015 16:00:00,67.33
7/7/2015 16:00:00,66.8
7/8/2015 16:00:00,65.43
7/9/2015 16:00:00,66.11
7/10/2015 16:00:00,67.05
7/13/2015 16:00:00,68.09
7/14/2015 16:00:00,69.04
7/15/2015 16:00:00,69.19
7/16/2015 16:00:00,69.56
7/17/2015 16:00:00,69.21
7/20/2015 16:00:00,69.26
7/21/2015 16:00:00,69.1
7/22/2015 16:00:00,70.08
7/23/2015 16:00:00,69.64
7/24/2015 16:00:00,68.91
7/27/2015 16:00:00,68.01
7/28/2015 16:00:00,68.05
7/29/2015 16:00:00,68.94
7/30/2015 16:00:00,69.04
7/31/2015 16:00:00,68.53
8/3/2015 16:00:00,68.53
8/4/2015 16:00:00,68.46
8/5/2015 16:00:00,68.73
8/6/2015 16:00:00,68.25
8/7/2015 16:00:00,68.05
8/10/2015 16:00:00,68.89
8/11/2015 16:00:00,68.23
8/12/2015 16:00:00,67.24
8/13/2015 16:00:00,67.55
8/14/2015 16:00:00,67.89
8/17/2015 16:00:00,68.07
8/18/2015 16:00:00,68.21
8/19/2015 16:00:00,67.6
8/20/2015 16:00:00,65.94
8/21/2015 16:00:00,63.6
8/24/2015 16:00:00,60.25
8/25/2015 16:00:00,59.91
8/26/2015 16:00:00,62.91
8/27/2015 16:00:00,64.48
8/28/2015 16:00:00,64.13
8/31/2015 16:00:00,64.1
9/1/2015 16:00:00,61.45
9/2/2015 16:00:00,62.57
9/3/2015 16:00:00,62.68
9/4/2015 16:00:00,61.5
9/8/2015 16:00:00,63.16
9/9/2015 16:00:00,62.18
9/10/2015 16:00:00,62.66
9/11/2015 16:00:00,62.56
9/14/2015 16:00:00,62.38
9/15/2015 16:00:00,63.58
9/16/2015 16:00:00,64.14
9/17/2015 16:00:00,62.65
9/18/2015 16:00:00,60.94
9/21/2015 16:00:00,61.45
9/22/2015 16:00:00,60.91
9/23/2015 16:00:00,60.64
9/24/2015 16:00:00,60.22
9/25/2015 16:00:00,61.47
9/28/2015 16:00:00,59.98
9/29/2015 16:00:00,59.84
9/30/2015 16:00:00,60.97
10/1/2015 16:00:00,61.42
10/2/2015 16:00:00,60.81
10/5/2015 16:00:00,62.02
10/6/2015 16:00:00,62.05
